HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,BFH,BFD,BFA,PSH,PSD,PSA,WHH,WHD,WHA,1XBH,1XBD,1XBA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,BFEH,BFED,BFEA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,BFE>2.5,BFE<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,BFEAHH,BFEAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,BFCH,BFCD,BFCA,PSCH,PSCD,PSCA,WHCH,WHCD,WHCA,1XBCH,1XBCD,1XBCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,BFEC>2.5,BFEC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,BFECAHH,BFECAHA,FTR
6,8,13,10,15,17,14,2,0,3,0,0,2.5330934397381113,8.588374790635736,2.947529665972134,4.231286677765743,14.407726770962102,6.39984993462418,11.167029312153522,2.2291126861023494,7.4350654417903765,10.952055368879194,6.378480780437639,4.649138965546334,5.16573770790186,4.874967001448494,1.8418983321509939,5.450531780617594,3.577050858403334,7.894531372561534,12.718990386557465,1.9874436751524285,6.682454295849314,13.14031933860664,10.083982706350957,5.8818195715185455,5.969746806214385,3.1192718610570114,1.8338347106129287,2.8184818922504506,2.8022285520468384,1.632664053385932,2.4329610867023446,3.4543964684215958,1.9552351566014492,1.9355461175883968,2.6284446716771344,1.7605736058610406,2.4119128518864756,2.791191315073806,3.87025034144948,2.3674720838829004,2.209757619051872,3.0617698146667944,3.1573643046706503,2.417030030430694,2.987574667132852,2.2817720322670665,1.811302237600695,3.6756433850431733,3.134971653574247,2.763855971163401,3.5403336400540093,3.8202303202888452,3.5143592955921834,3.606884809040597,2.4050106054522815,2.453564707388581,3.9212773079156027,2.370386682034487,3.271201976237164,3.4065367069004915,2.445335244563382,3.0654837361960334,1.7959288667741278,2.272500611526609,1.6213728582381057,2.4704754308393375,1.6650376514183995,3.0059940361852933,1.941323795078483,3.1629244542133232,2.41151571304908,3.1263044445702852,2.295288743811394,1.9688035196835563,1.593584852109121,2.5727145699741394,2.3477803867152858,3.5610685302878213,2.652401993589938,3.6973459079999786,2.304665779450141,2.0044100281316384,3.4818071062154856,1.993988893973475,3.848654623602406,3.68205567649684,1.572941345233083,3.568884163970423,1.6340862757142645,3.7078977189245013,1.6117797965192724,2.5926029145550573,1.9974217500849,2.2784602273702697,3.6483356938095235,2.695588281507595,D
13,17,4,12,11,14,0,11,1,2,1,1,11.229381156746122,11.444863231027082,11.813094352739215,13.8109359096403,3.993428267052912,6.529044679118946,1.2887552231488535,6.498046684292921,13.293794785355397,11.773313970519018,2.31338379651318,13.586774194924418,12.36537902689379,3.0801709928205554,3.360529213867521,12.772181155850177,13.911548238099035,11.161593691685725,14.10098288838841,10.566181310745883,4.900225139085921,9.172965944943746,4.824759738663349,9.568701732639516,2.7009547925311908,4.724434760054757,6.535646800334545,2.3394612552424974,1.7981633908133816,2.953794321171575,1.5962340536920532,1.57190524761518,2.5076985637414833,1.675622513041927,2.5935816321218903,2.4815897899853385,1.5703878394469446,2.242198841301411,2.9213244760274826,3.7231880306284535,1.7252144626555288,2.3499771226647264,1.6641306413411467,2.1965352810724177,2.2238898268326595,2.3962059709184924,3.2669070761293604,2.755012201221003,2.3368901625336806,2.081976275238002,2.030102982205007,1.958866612941565,2.4987165398933375,3.872258683120199,2.033874702216987,2.34203209214958,2.4908829457804376,2.911793273317761,3.9260123423145936,3.7440200286776815,1.8688816270469122,2.508171955696657,3.8714645477552327,3.1180793940579647,3.076969346704097,3.053753204991616,3.084466966887898,1.7371978322645165,3.6760910348202964,1.7975110603927111,3.7523628784417604,2.9441155669084873,2.585549011844008,3.0650313998848246,3.477261812516824,2.1854441603038426,3.3096950222739534,3.4893846411239795,3.239698736382005,2.1520099740765324,3.557258485199947,1.5183642646962867,3.866579815118342,3.9589337664788373,1.5626226595917099,2.515282244214844,3.100100317850538,2.755018900663035,1.8697977135173225,3.0565536897420618,1.8603854078850055,2.3291207368234232,1.6090099147746695,2.1470854405199757,3.261215675559471,3.8309796478406763,A
17,18,7,11,21,17,14,2,3,4,1,0,8.326931857338502,1.8626270850931894,3.2695563541453443,4.208994254022732,3.132493771042466,6.121142115238904,6.846638996346648,6.325173352754036,11.01372746905763,10.334883476271237,7.774704180876943,2.956296580925811,7.079003317835444,14.408979840946813,2.063608441755162,8.86065550800351,3.3849020968839003,1.2044673874494507,12.379949756327452,13.844874488455591,4.985276036576827,10.710904440817906,13.901547888079678,2.025091218597713,6.038364127090977,3.7736227438260768,8.815897517330793,3.3211643248564346,2.235524033626578,1.644403876326416,2.484712364528866,3.0303458936786267,2.7995165115812926,3.20029251216412,3.3600887486013264,2.7885830922922166,2.3965346171843933,3.326486869048183,3.012310648793064,3.2154131146444,3.7064476365498704,2.559830383282291,2.27394535241903,2.06435826637244,3.380079746783286,1.9839273020204744,3.146776996815837,2.5673246984518463,2.8125185901665204,3.0247785226516415,2.5532471631036033,2.5837765937049455,2.1022494102064813,2.5776873910670295,3.5217426667842298,2.5969173190701973,2.5056162705442686,2.8634951185459583,2.4165242198745203,3.024015834365094,3.370829895168666,1.8197404039245568,3.092041112168824,2.418248873764384,3.9626575049097874,3.240249468721555,1.5018631259477786,2.4447020076885764,1.8778953157129168,2.679695919929012,3.979405264879221,3.4404922804213562,2.626544747352337,2.8904182523252455,1.6315379871739555,2.0463812411431643,2.0700842303418145,2.807925515017841,3.115734947503192,1.8900471462623936,3.616979169850393,3.09899979592573,3.1061771190265732,3.6036220525941727,3.151008682578134,3.493462689371634,3.1340266331155866,2.8457356230540256,3.9758758606373217,2.447072935016367,1.5139431942404245,2.052769488074399,3.863565978068964,2.5203841521632375,1.910578739580225,3.402126669648414,D
22,4,4,3,15,19,1,6,3,5,0,1,2.937817029581115,14.921716552683067,4.761863720598821,12.355822582504903,12.648464950706218,11.41476788798967,4.862296377230762,5.179450717180323,2.6389797412298757,3.0480041606479102,14.776336191816073,3.236609951654781,2.396939004937178,8.076693767156122,13.934468557285534,9.840052580702075,9.971816995165751,1.1194597128357628,5.844238101626553,3.2784383251388944,4.6301716066055985,9.410759393641776,1.5697645828802798,14.221651492477864,5.326804834086824,10.63301471934482,4.376708090860831,3.1999791866744802,2.5348550978846927,2.2560665298742313,3.1599448678359936,3.3611657190893864,2.42579122007809,2.8147760848328582,2.72808400149581,2.262225233544048,3.179611084946881,2.2528604854593275,2.545035009656931,3.251148502917039,3.725575051990241,3.935034893947771,2.7243017003015817,3.971482466520855,3.296034194338872,3.3375566080250536,2.848251394245611,3.6976449307208745,3.099936519886109,2.10760811946899,2.7172094152280493,3.0080535324381468,2.5993917569511367,1.7762375922572389,3.2224066380703618,1.7825763119768168,2.594109556389275,2.598519949725623,3.2885215215244434,3.8534394030626156,2.2991427636344164,3.2984944376960903,2.74333811138237,2.3581830490758398,2.712206169301002,2.71821837769102,3.7104123012619907,2.2995845404529636,1.716009160178163,3.7197972465640463,1.9804037669665484,3.4290758657917206,3.221994781090441,3.1084292254682637,2.17818929777788,3.043369501961884,1.5071142513068947,3.2011537970576223,1.7348991779360667,1.5568384754936422,2.6402699837604944,3.7139851772944326,3.2566141086900178,1.9963615298510768,1.5975128117368163,3.417638629142674,3.7180613530150985,3.244960078957349,2.738591911171609,2.0143686801368625,2.681995902763759,3.4503522877156123,2.450351201109093,3.6709883353601738,2.326901790041333,2.337921871054629,D
18,15,5,2,18,15,2,13,4,5,0,0,13.975199873156363,10.1384102415504,11.92288577622041,1.2041470650198545,10.362562444227573,3.8674139762089683,7.095800545845304,3.245849673245208,3.9467709676027014,3.729966637045907,10.776067167927819,6.738310505648596,9.083163386806946,8.96025458866147,8.505212302798695,1.9253414784226657,7.705230775288631,4.969501530570458,4.856931175024636,14.797442285082704,1.9817133409233294,10.11797874039889,1.4517773769123643,5.283617944458476,3.9752557220748277,11.498489699929518,5.479331661684934,2.831881378833904,3.3223134256702496,2.296669539594278,2.6159849920502825,1.5512889098954923,1.791644371893558,2.068335603201857,2.7503468171885412,1.5367773954441382,3.497685131905278,2.5781184644365953,1.8708832072384047,1.8640933078679192,1.711437171365487,3.8350416127004556,2.3690131459405124,2.398275540359302,2.1764075720281797,2.290565672059663,1.5194758598746683,3.344777950241118,3.7228636385322216,2.8064083491899994,2.263246163010995,2.2281455448637817,3.0960541854493084,3.549338781799201,3.428599080127983,1.7710175597814755,2.146363403589527,3.126489811558939,1.9363241439782015,2.144176589252206,2.071965580274501,3.77062099662071,3.7173603822201864,3.0472461050667814,3.7438735430354644,1.6417010047591658,2.0159926096285843,2.7354461424064302,2.6821395972149644,3.784128219750964,3.496171948805708,3.932617444342523,3.0342281673010536,3.4826075436228168,3.5342302508644403,3.8068007193774647,1.692778227547713,3.4997075966712936,3.038049097902658,1.5023130193207646,2.5054761377962262,2.2299670688360704,1.828942561005122,2.627326035240158,3.7470769154453842,3.3272257323963474,2.3646601671453897,2.828246510672903,2.7638370071188394,2.795957134768229,2.3096308544609463,2.2930189250223734,3.6817676058240156,1.6147900343643542,3.323237586081581,3.2708006495376227,D
0,13,13,0,11,19,13,3,3,4,0,1,14.296107496279493,5.998427838396194,2.0628938000504444,11.12508991219709,3.663794915370617,7.123051202362803,3.7774384579994185,11.64528715193119,2.273656126401876,7.121913243546915,10.544374738658428,2.9164085526526202,6.488804766242163,7.76904381811408,2.4502938344298144,6.581473700600635,6.120254138692214,2.6622310508457083,11.151998747188367,8.953950407680631,10.561688314697642,2.3319717485936695,7.28868086289187,6.655604123262082,1.9416156089314338,2.562905745960962,6.79639146919323,2.0751420103549973,1.5048325896471961,1.9090128337972945,1.9101424385601429,2.700725524664337,2.9302002613858233,1.614905009328787,1.6872848540782255,2.472942269423962,2.3594315362956655,1.7010565218362572,2.439918138191769,2.2249779920751287,2.7882507683709914,2.3638403211818395,3.679104328877971,2.849279345202362,1.6416516884828531,1.995437304865038,1.640224262196234,3.15127559686712,1.8055244107365052,2.0648384576124066,1.7796086636183734,2.648275815324865,3.95878692589454,2.437099003164007,3.0350104839017242,2.806568424497066,1.5739748879536473,2.0969264354801025,3.431450535276802,1.5114124639051965,3.4416526152978095,3.260359071067172,1.8540819926697514,3.53244735811707,2.7335599779594726,3.520335245801361,3.4580062094939437,2.639975418049129,2.28694275677582,2.6467395378939482,2.8635834442622548,2.2721366330206463,2.157976853791186,3.509520033299981,2.1810181154206933,1.7020208159518757,2.428112724653655,2.3198850225391894,2.03545458290025,3.7653677819803106,1.7658017619480455,3.454929502570283,3.999635308212806,2.042015601938198,3.0877804374921594,1.845749499470529,2.8150647678083267,2.013857328599145,2.534912190488841,3.1186733254680794,1.9181284486094394,1.8049278212098012,2.863139070055821,2.2235143551890646,3.039651941254992,2.8736550676730666,H
13,14,9,2,18,11,6,6,2,3,0,0,4.016905885330269,7.262171074934243,10.13040070937682,2.0097265674325597,2.8812062307732744,7.014695252211958,11.87813040751601,11.828075995616697,11.842310420560144,7.806563840719785,12.529557969770732,6.611992885300782,14.245841999704194,13.242218603519476,2.3066757151084207,13.30483462616792,14.261998443373349,1.2726170519598068,7.856189281763902,12.838899275585602,1.3805392131410232,13.61476557751856,13.854524943982634,5.663117599873927,10.042387248012243,9.585361481892388,6.717155478168882,1.6337917553884378,3.176942430318622,2.445272050326423,2.862445305575817,2.776398365295412,1.9490135503788537,3.3015989902644156,3.066733184715842,2.224893139711406,1.749965538207015,1.8500692171543893,2.5574754349820994,2.422185429617092,2.2939422608331608,3.9174791625201486,1.9115956543347248,3.620599386721043,3.2554857297467823,3.5196402354038003,3.0863438225155675,3.1243541439599336,3.6452632944199146,2.182787385255871,3.2573225127810703,2.4423775903522977,3.005543807569543,3.886016279088897,1.60918353247621,3.3007731288435656,1.7657134757286177,3.1627449125219083,1.6297631326500532,2.1119197151694884,2.6681807862791223,1.9508095008159598,1.9265722068153621,2.234927449329459,2.607352381000499,2.1651594527403577,2.3140907837338927,3.063416676881932,2.785967824421797,2.6308226926835276,3.7261111081962066,1.6616439585527534,2.405195055544066,3.2838167035354915,2.477978623578651,2.4295604688138708,3.5100371503629075,2.8308148255917693,2.5865457348873173,3.5616825330920814,2.876288080686729,1.7189728028236844,1.6862036514222696,2.6190659371621074,3.796428693158135,2.1350854473912846,3.400900796464371,2.8266336837866306,2.5690422215307134,2.3544899983666716,2.333964198946888,3.1364460081677947,3.100365681269584,2.0719955282648836,2.7762362888367105,2.4211827125753427,H
17,24,9,14,17,8,1,14,2,1,1,0,9.391623430445799,10.631951008710727,9.365862661256546,10.007795636053963,1.640977806785011,8.55744193858287,7.74096737481078,13.733885418709304,8.982315774460679,3.409331776691624,14.050467230180486,11.350853340576139,4.653504864415532,10.11765613217323,2.7121461930140094,7.4628861439467125,8.630317183714462,10.475119197658916,12.69994174837415,7.590612780145584,5.678606387778777,7.031308714708192,7.389111776529871,12.919456860042713,1.6009835532093348,14.871417867173289,12.52646434831489,2.10309523556032,1.8128294510521175,1.85925379824517,1.94445912722838,2.211658910471877,3.1681765823824883,3.304597334567588,3.1300658045413012,2.1278196158116534,3.0954143561774874,2.022438934391308,2.5867660798327528,3.0286133792781054,3.2830354583199863,3.484400777764795,2.252255272368107,2.1442541673765243,2.501576067178419,2.739914961544449,2.7014999024622726,3.359445483921837,1.6163329135879128,2.23777599339766,2.936788473493531,2.9518639629838566,3.655925081864065,3.8491144684978664,3.0775522582435326,2.6839252313680424,3.879190073440145,3.926740519538781,2.2148436909210716,2.6559493084689687,3.0142925379275503,1.5257722299602057,2.611194473085126,1.7939158047506996,1.564079307437745,1.8466533160133942,2.2660776358053454,3.875964356114872,2.531618914190639,2.908579983737608,3.4385691371704454,3.4898531521054057,2.3947219089731804,2.114478909923967,3.9653168285980556,3.837077107546925,2.4038813738384723,3.6919127536568563,3.3121787170036305,3.7743132224803704,2.325240744731962,3.6757924720948205,3.573789337028898,1.933455752259624,2.788962213369353,2.2258754238613374,3.3336366780513282,2.0230799156128128,1.7078307079608102,1.8165944307807542,1.882387193012724,1.6925034297438835,2.54394292584223,1.6852323342045832,3.8715295079557093,2.4160869884894276,H
11,15,2,13,13,18,0,3,3,2,1,1,8.934706928092275,1.698757134386953,2.911060549356396,7.578158308946892,5.94866198499416,1.9323756332678732,3.054108703866007,3.108717180707352,13.519338037375658,8.461558523010758,8.180501713558431,14.312950857076487,12.822818149311047,2.076961924983204,3.355232729939171,8.633747636494583,5.320382618913245,4.4298005228714015,1.472304751248211,14.390845848394576,11.585778413820854,7.19865530403121,8.99176015560444,1.3729676627910627,3.3912012242613208,14.584976625136342,8.084512681081558,1.5098157161888668,2.8685697531270984,2.995562603319259,3.3039987358306484,1.631685538300459,2.3874681218321943,2.9630638798703237,3.170883832851832,2.4591010724677487,2.90725266329566,3.8505183824103977,1.8392091997793958,1.5095465765136338,2.1581690473202966,2.403931488808543,1.715550044072478,2.849727099912597,3.288854916917696,1.516996850696549,3.059321419327421,2.7264842104547564,2.3498362620219853,3.710585436719111,2.742961465640186,1.6031940086800518,2.053765855451303,2.9320505335952864,3.3480838770246475,1.8916334438445204,2.5110927720003704,3.6041046559044974,2.201545200781242,3.69046167764734,1.5012706513727492,2.7180242292440995,3.8718462927933075,2.936019377959066,2.566338242808404,2.7750017028827183,2.2336791004983327,1.9316520656587255,2.7165981030965987,2.893393779555158,3.292739319016822,3.985252436151763,3.326038783311902,3.781780083451745,3.5781178505349436,1.9170603427909183,1.8845718286233024,3.938318070134065,2.627490456407589,2.4204673415119733,3.192957306887229,3.2303799201138452,2.337420811527326,3.36277242072777,3.8972059249009576,2.9718570232888677,3.5875627555642042,2.753905362432154,3.299920039681898,2.4534909228439505,2.134605448461058,3.9786902110430944,2.4141538825046966,2.7644938600515,2.7630483746972354,2.7145606004749427,D
10,21,3,0,12,14,11,0,3,2,1,1,2.386278244881964,3.482304053201534,13.836150267788227,13.23908534104223,2.1770655221394017,2.744614906698916,14.787952389358127,12.880356736858525,11.491357695874385,10.734514423486152,8.144083166761536,6.620485853943579,1.6856650811678104,10.964115435881206,10.829581842301927,7.3752524768015535,2.7253016560826127,4.8779431397027135,12.099142724670783,2.6563460165465975,6.2074254843832275,13.146956500063547,11.866814940189293,8.48381930476366,6.484475039937312,10.16469668431825,9.058358397312192,2.986173385127114,2.960217398780315,2.6870446677155932,3.034307481670522,2.4347558001501133,1.6148675678272386,2.356850140974273,2.153415274977192,2.043500586838973,3.2704072177873575,3.7067612330361563,2.849597179210711,1.9388387212500666,1.5732225990003141,3.5517517417939484,1.8106463681843068,2.7234327124176465,3.5420254612095494,2.2037289851304,2.7379298721666685,3.4569474811937053,2.5575077095700633,2.55221615226533,1.5241255371730942,1.8912817027957236,3.6796932343527513,1.7521420574489743,2.5711652072018722,2.678387588369358,1.9001717594514371,2.5912442044910877,2.4966487591403075,2.8312761115462264,3.637556910793037,2.2926342626865464,1.733992131838848,3.0282390865471096,3.272459423640231,2.692877415555626,2.350753789843155,2.2300422615793414,2.182790869444363,3.5855003191277484,3.8523171074705513,1.9529639812726347,2.673633461054042,3.3964884423659765,3.146835699745466,3.27363233947077,1.521600327774254,3.2203944566746423,2.2828790747873526,3.4227386282135885,2.530798672460189,1.549894697847048,2.955571928244727,2.301280833815347,3.7502426573055843,3.4702317565059566,2.06629389185313,3.5507658975959355,1.5534700677390605,2.4326321850976003,3.0744889732981786,3.433124602564729,2.359024492756238,3.215278716421035,2.7680869291460244,3.19562961945237,A
23,15,11,0,12,21,7,13,0,4,0,1,1.475938806878868,10.426270274943878,6.74376622111023,14.462928520870598,1.951349913107465,9.434899815650109,11.182405230955101,1.8763058349748722,9.91925500109899,5.075346244610243,3.8443286516733663,9.359168266730777,3.209474863095137,5.836359566810008,3.896857166440672,10.457368211740521,2.5752965955263725,10.825404204428173,4.80142151512215,5.402346175755104,12.010138298866854,4.355785815912036,5.991244596483205,11.297196259948068,8.457562072817742,7.805843421827211,7.799006103297211,3.1398778741201046,3.4546795113504096,1.715235949390187,1.9146884814623926,1.5301143506591985,1.9272171668020677,2.516817383632121,2.1361340566167017,2.0001979965630934,1.8915282152789203,2.505590877759062,2.1454201649949223,2.520423955183255,2.3908872434172252,1.7084116030521384,2.199823525025235,3.0096499000616093,3.763167190597804,2.5236594817103013,2.506915856856433,2.229170814780295,3.476840041392504,1.6686820200901715,1.8469401802289642,2.8829177102240138,3.297212718058001,1.839656742942382,3.4708838821212797,2.5851318879902077,1.8185642541802767,3.919058181333152,3.449409342230807,2.026515175270469,3.3219503209477,2.238800721163313,2.9573282370772382,3.85056589019403,3.762063157977752,2.832998068659155,2.9166104851471824,3.368642988934067,3.5040946305692326,2.454743531592086,2.5520531920333624,3.818497247790484,2.3127255419759307,2.910120916494599,1.7258723287319135,2.7108965271272014,3.445900874137932,2.117224777284553,2.656575047504572,3.4427442462267437,2.9526967809135,2.5299326635195967,1.6249766713535516,2.0657764971924175,2.3409094080389496,2.460248591838067,3.531369178065297,3.8799990196838556,1.5533034390034814,1.8261103692129983,2.2382049584029953,1.6893008892837549,3.181666572605981,2.2016469678765387,1.6038206019724792,1.8146101203828857,D
22,5,8,1,7,21,13,12,4,3,0,0,2.93873469975698,3.3532525790709946,9.914080711806657,2.0725712021672043,14.029755448432647,2.7954420283413013,7.589206968820888,14.845732498173579,2.9471563289098412,11.94592275257645,2.6613292291044846,14.960350538794636,14.90138603552679,1.7753379011569308,13.242983368324143,13.600275149360108,6.815879599799319,9.905584134242382,11.773704896756078,8.003615808144515,5.338703620553117,10.61899839697054,2.111292871338543,11.005916617965779,8.43397484377131,13.060869390354924,8.55823271142558,3.1919576810592165,3.3270697797075663,3.301341992022465,3.4889285382305837,2.2120657817453147,2.417293954009312,2.332421404481165,1.6071024137569712,1.5979215970581142,2.4394162071543115,3.2887269191881336,1.7919507947334556,2.166870405075634,2.3610721399354047,1.6063031691365555,3.8070973530088703,2.537406986268383,2.42797628951042,3.182369916868029,3.2749648425367335,2.0327730406930375,2.7729824457213943,2.3187844737484036,3.9634429069917303,3.1922130619677325,2.9153724617441936,3.4321920090448246,1.892177513227624,1.9253034661692079,3.092660534623417,2.883116392736488,3.002871195590868,2.998123439742824,3.916822500287733,1.8304411612287061,2.146571858881154,3.7929019940267965,3.1080108344350776,2.5749246781543773,2.264067199615837,3.487142797147134,2.1564547254303372,2.683159447385548,3.907330797326016,2.741466795537764,3.0628383415679483,3.2239480610044584,2.452963052733071,1.7953120184771683,2.764886316865592,1.9336567213839508,3.5870183683780934,3.235052722776002,3.08080513950352,3.715164001324607,2.0572482525863625,3.947972783722779,1.7301202058911398,2.367949751295643,2.528368909161531,2.7918557896574354,2.979637705263338,2.1194206723456004,3.5881792550762848,2.435383838522658,1.9948342590635477,2.2067100745830053,3.1778872233122426,1.9083682652442668,H
7,24,5,9,23,12,4,14,3,3,0,0,1.1335298229577422,14.803864342203644,12.548137869678047,2.126597616083596,14.129480257814441,1.5012860511413426,12.043266728853792,6.626174051737083,3.0469679228341437,3.8318550998098435,3.814774373304959,2.241675558510945,12.564604992358692,7.895076273407433,3.677808084408769,13.552239653389204,9.473065597156696,5.575306973587377,8.511757458062942,8.634327053306468,8.88392332837589,4.634870637599629,14.719827275142137,10.697773938144794,14.600997236465075,13.427109289986776,8.032283424143545,3.4632785246252222,3.4671946930829325,2.537553322456091,2.3735813160648043,1.9782777965853025,2.498329616353409,1.9939455335603768,3.159238403777591,1.603381602960328,2.1545160191327417,3.591637339707226,2.0727174475609513,3.9714717748027386,3.183281385248951,2.312773749747874,2.362514678894278,3.104794222784254,2.908053438052294,3.8133274757032964,2.208580488361006,1.8537041146783166,2.976124039820508,3.9002241495994663,3.7685103397891906,3.629272398650924,3.6646058111133604,3.276462049709288,1.8721696351897885,2.5086243515392157,2.792940338122958,3.0735450311362826,2.984131363955727,2.7906761906747404,2.683660433111216,2.116822974045506,2.920282127482579,2.385085949405235,1.8648038907429068,3.6872104149486358,3.0530829488766025,3.5889804311325357,2.9909052697833136,1.9924914428520877,1.5059998428623422,2.6999067742915845,2.4533071616035436,2.077699388416206,3.393043614048375,2.4110919627078786,3.109707030718644,3.589699576669072,3.910934145788561,3.180523499365691,1.9281281670935888,2.4544913614677037,2.4686141635351646,2.615310960723569,3.936320571970987,3.0828176647525343,3.4090149445302997,2.952547219422219,2.979999715480669,1.544184857851599,2.008188471556617,2.3779445516704265,2.8746054635361498,2.4509372498222204,3.295975635505905,2.4058649461443573,A
